FileName,TranscriptionNuance
./data\9140418506740000251_rima.wav,Bon parce que regarde moi pis mon conjoint on a un compte ensemble là moi j'ai le intérêt quotidien et lui il son compte mais moi dans mon compte là on a on est ensemble j'ai un montant de la Banque Nationale de 701 et 91 qui été déposé dans mon compte je voudrais savoir d'où c'est qu'à vient cet argent là
./data\9140423906650000251_Charles.wav,J'ai des j'ai deux charges le 21 octobre qui ont été faits de 45 $ que je comprends pas que je reconnais pas dans le fond
./data\9140423906650000251_NaimaF.wav,J'ai des j'ai deux charges le 21 octobre qui ont été faits de 45 $ que je ne comprends pas que je numéroo connais pas dans le fond
./data\9140423906650000251_rima.wav,J'ai des j'ai deux charges le 21 octobre qui ont été faits de 45 $ que je comprends pas que je reconnais pas dans le fond
./data\9140434168070000251_NaimaF.wav,Je voudrais fermer mon compte
./data\9140434168070000251_NajatS.wav,Je voudrais fermer mon compte
./data\9140434168070000251_Natalia3.wav,Je voudrais fermer mon compte
./data\9140442379260000251_Charles.wav,C'est juste pour confirmer j'appelle bien pour ce qui est de hypothèque
./data\9140442379260000251_NaimaF.wav,C'est juste pour confirmer j'appelle bien pour ce qui est de hypothèque
./data\9140449965330000251_NajatS.wav,Ça va être ben simple madame j'aimerais ça prendre mes points de récompense payer pour payer une partie de ma carte s'il vous plaît
./data\9140449965330000251_Natalia2.wav,Ça va être ben simple madame j'aimerais ça prendre mes points de récompense payés pour payer une partie de ma carte s'il vous plaît
./data\9140459071600000251_AwaS.wav,Malheureusement ha je me suis trompé dans mon espace j'ai demandé de pouvoir le réinitialiser mais je le reçois pas dans mon adresse mail faque je l'sais pas si par texto ou par téléphone aujourd'hui je peux recevoir un code pis trouver une manière de de remettre à jour sans passer par l'adresse courriel parce qu'on disait que mon adresse courriel des problèmes antiques en ce moment
./data\9140459071600000251_Charles.wav,Malheureusement ha je me suis trompé dans mon espace j'ai demandé de pouvoir le réinitialiser mais je reçois pas dans mon adresse mail fait que je sais pas si par texto par téléphone aujourd'hui je peux recevoir un code puis trouver une manière de de remettre à jour sans passer par l'adresse courriel parce qu'on disait que mon adresse courriel est est problématique en ce moment
./data\9140459071600000251_NajatS.wav,Malheureusement je me suis trompé dans mon espace j'ai demandé de pouvoir le réinitialiser mais je le reçois pas dans mon adresse mail fait que je sais pas si par texto par téléphone aujourd'hui je peux recevoir un code pis trouver une manière de de remettre à jour sans passer par l'adresse courriel parce qu'on disait que mon adresse courriel est est problématique en ce moment
./data\9140459554870010251_Charles.wav,Ben moi je voulais savoir avec la carte là là 432 l est-ce que j'ai comme qu'est-ce que je peux avoir comme assurance voyage avec ça
./data\9140459554870010251_NajatS.wav,Ben moi je voulais savoir avec la carte la carte qu'est-ce que j'ai comme qu'est-ce que je peux avoir comme assurance voyage avec ça
./data\9140459699470000251_Charles.wav,On a un compte d'ouvert chez vous et puis après mainte mainte procédures on a réussi à finaliser toutes les toutes les les signatures pour avoir accès au compte parce qu'on est quand même quatre actionnaires 44 personnes qui sont signataires du compte pis là j'aimerais pouvoir avoir accès au compte de la de la corporation par le site Web et de la Banque Nationale
./data\9140459699470000251_NaimaF.wav,On a un compte d'ouvert chez vous pis après mainte mainte procédures on a réussi à finaliser toutes les toutes les les les signatures pour avoir accès au compte parce qu'on est quand même quatre actionnaires 44 personnes qui sont signataires du compte puis là je aimerais pouvoir avoir accès aux comptes dollars de la corporation par le le site Web et 22 la Banque Nationale
./data\9140459699470000251_NajatS.wav,On a un compte d'ouvert chez vous et puis après mainte mainte procédures on a réussi à finaliser toutes les toutes les les les signatures pour avoir accès au compte parce qu'on est quand même quatre actionnaires 44 personnes qui sont signataires du compte pis là j'aimerais pouvoir avoir accès aux comptes dollars de la corporation par le le site Web et 22 la Banque Nationale
./data\9140468859190000251_Charles.wav,Oui bonjour mon fils envoyé 1495 $ a déposer dans mon compte puis je fais accepter y'a un message qui dit c'est WF tiret 412 deux point votre transaction ne peut pas être effectué dû à un problème technique
./data\9140468859190000251_NajatS.wav,Oui bonjour mon fils m'a envoyé 1495 $ a déposer dans mon compte et puis lorsque je fais accepter y'a un message qui vient c'est WF tiret 412 votre transaction ne peut être effectuer du à un problème technique
./data\9140476132830000251_NaimaF.wav,M'aider ça fait comme avant hier j'ai essayé dans le dans la nouvelle banque en ligne puis c'est parce que j'avais deux adresses courriels alors bon ben la personne qui était sur TelNat m'a dit OK donnez-moi le bon courriel parce que j'avais oublier que j'avais une tablette que quelqu'un m'avait donné en cadeau et il m'avait mis l'adresse courriel OK alors lui dit OK on fait ce choix-là pis après ça il m'avait dit que vous me rappellerait dans 1h 2h mais là j'ai été trop énervée ha alors je vous rappelle aujourd'hui pour continuer
./data\9140476132830000251_NajatS.wav,Midi ça fait comme avant-hier j'ai utilisées dans le aller dans la nouvelle banque en ligne puis c'est parce que j'avais deux adresses courriels alors bon ben la personne qui m'a dit OK donnez-moi le bon courriel parce que j'avais oublier que j'avais une tablette Q quelqu'un m'avait donné en cadeau et il m'avait mis l'adresse courriel OK alors lui dit OK on fait ce choix-là pis après ça il m'avait dit vous me rappellerait dans 1h 2h mais là j'ai trop une Hervé alors je vous appelle aujourd'hui pour continuer
./data\9140476132830000251_Rima.wav,Mettez ça fait comme avant-hier j'ai dans le aller dans la nouvelle banque en ligne puis c'est parce que j'avais deux adresses courriels alors bon ben la personne qui était sur TelNat m'a dit OK donnez-moi le bon courriel parce que j'avais oublier que j'avais une tablette que quelqu'un m'avait donné en cadeau il m'avait mis l'adresse courriel OK alors lui dit OK on fait ce choix-là pis après ça il m'avait dit que vous me rappelleriez dans 1h 2h mais là j'ai été trop énervée alors je vous appelle aujourd'hui pour continuer
./data\9140484565220000251_Charles.wav,Oui j'ai appelé hier pour temporairement mettre sur Hold ma carte pis je l'ai retrouvé à matin
./data\9140484565220000251_NaimaF.wav,Oui j'ai appelé hier pour temporairement mettre solde de ma carte puis je l'ai retrouvé à matin
./data\9140484565220000251_NajatS.wav,Oui j'ai appelé hier pour temporairement mettre à jour ma carte puis je l'ai retrouvé à matin
./data\9140485978890000251_Charles.wav,Dans le fond qu'est-ce qui est arrivé c'est que j'ai cancellé mon compte y'a un an j'ai reçu une lettre aujourd'hui c'est pour ça que je vous appelais en tout cas j'ai reçu une lettre comme quoi que je devais des frais annuels de 29 et 71 $ mais j'ai plus de carte avec vous
./data\9140485978890000251_NaimaF.wav,Dans le fond qu'est-ce qui est arrivé c'est que j'ai canceller mon compte il y a un an mais j'ai reçu une lettre puis c'est pour ça que je vous appelais en tout cas j'ai reçu une lettre comme quoi je devais des frais annuels de 29 $ et 71 mais j'ai plus de carte avec vous
./data\9140485978890000251_NajatS.wav,Dans le fond qu'est-ce qui est arrivé c'est que j'ai cancellé mon compte j'ai reçu une lettre pour ça que je vous appelais en tout cas j'ai reçu une lettre comme quoi je devais des frais annuels de 29 et 71 $ mais j'ai plus de carte avec vous
./data\9140492891470000251_Charles.wav,Oui moi pour aller voir mon mon compte sur inter sur Internet la nouvelle version là ben j'suis pas capable
./data\9140492891470000251_NajatS.wav,Oui moi pour aller voir mon mon compte sur inter sur Internet la nouvelle version là ben j'suis pas capable
./data\9140492891470000251_rima.wav,Oui moi pour aller voir mon mon compte sur inter sur Internet la nouvelle version là bien je suis pas capable
./data\9140510180070000251_AwaS.wav,J'aimerais juste faire activer cette carte là
./data\9140510180070000251_Charles.wav,J'aimerais juste faire activer cette carte là
./data\9140510180070000251_NajatS.wav,Je voudrais juste faire activer cette carte là
./data\9140518691810000251_Anne-Marie_2.wav,En fait je vous appelle concernant des transactions sur ma MasterCard
./data\9140518691810000251_NaimaF.wav,En fait je vous appelle concernant des transactions sur mon MasterCard
./data\9140518691810000251_NajatS.wav,En fait je vous appelle concernant des transactions sur ma MasterCard
./data\9140520160840000251_Charles.wav,Oui moi j'appelle parce que j'ai rouvert un compte en ligne
./data\9140520160840000251_NaimaF.wav,Oui moi j'ai appelé parce que j'ai rouvert un compte en ligne
./data\9140520160840000251_NajatS.wav,Oui moi j'appelais parce que j'ai rouvert un compte en ligne
./data\9140535549870000251_Charles.wav,Oui j'ai un prêt auto chez vous puis j'aimerais savoir si j'ai le liquidais aujourd'hui là combien ça me coûterait de rembourser ça aujourd'hui là
./data\9140535549870000251_NaimaF.wav,Oui j'ai un prêt auto chez vous pis j'aimerais savoir si je liquidais aujourd'hui là combien ça me coûterait de rembourser ça aujourd'hui là
./data\9140546299880000251_Anne_Marie_1.wav,Ça serait pour j'ai j'ai un petit prêt il me reste un petit prêt chez vous pis je voudrais juste savoir mon solde
./data\9140546299880000251_Charles.wav,Ça serait pour j'ai un petit prêt il me reste un petit prêt chez vous pis je voudrais juste savoir mon solde
./data\9140546299880000251_NaimaF.wav,Ça serait pour j'ai j'ai un petit prêt il me reste un petit prêt chez vous pis je voudrais juste savoir mon solde
./data\9140553320010000251_Charles.wav,Très bien je voudrais changer mes points pour de l'argent de le mettre dans mon compte CELI s'il vous plaît
./data\9140553320010000251_NaimaF.wav,Très bien je voudrais changer mes points pour de l'argent de le mettre dans mon CELI s'il vous plaît
./data\9140561823700000251_Charles.wav,Là je j'avais commandé me j'vais faire un topo vite fait avec une TV de choses là en fin de compte j'ai fait annulé la commande pour commander d'autres choses mais là quand je vais sur le site tel quel ça m'dit comme quoi la commande est encore en cours parce que je voulais voir dans ces transactions qu'est-ce qui était si ça avait été annulé ou pas par rapport à à la hauteur d'action de la carte là
./data\9140561823700000251_NajatS.wav,Là je j'avais commandé me faire un topo vite vite une TV avec d'autres choses et là en fin de compte j'ai fais annuler la commande pour commander d'autres choses mais là quand je vais sur le site tel quel ça me dit comme quoi la commande est encore en cours parce que je voulais voir dans ces transactions qu'est-ce qui était si ça avait été annulé ou pas par rapport au à la hauteur d'action de la carte là
./data\9140563605070000251_Anne_Marie_1.wav,J'appelle pour faire activer ma carte de crédit
./data\9140563605070000251_Charles.wav,J'ai appelle pour faire activer ma carte de crédit
./data\9140563605070000251_rima.wav,J'appelle pour faire activer ma carte de crédit
./data\9140580196870000251_Anne-Marie_1.wav,Mais ben là dans le fond c'est ça j'avais bruit ma carte de crédit dans le fond est brisée comme mot pis là la puce elle fonctionne dans l'fond dans juste certains magasins là comme des fois la capte pas des fois ça peut marcher mais j'voulais commander une nouvelle carte mais je pense que j'ai comme réussi peut-être à juste par téléphone mais je voulais juste être sûre que
./data\9140580196870000251_Charles.wav,Mais ben là dans le fond c'est ça j'avais ma carte de crédit dans le fond elle est brisée elle est comme bla-bla pis là la puce elle fonctionne dans le fond dans juste certains magasins là comme des fois ils la captent pas des fois ça peut marcher mais je voulais commander une nouvelle carte mais je pense j'ai comme réussi peut-être à juste par téléphone mais je voulais juste être sûre que
./data\9140580196870000251_NajatS.wav,Balland dans le fond c'est ça j'avais ma carte de crédit dans le fond elle est brisée elle est comme puis là la puce elle fonctionne dans le fond dans juste certains magasins là comme des fois ils la captent pas des fois ça peut marcher mais je voulais commander une nouvelle carte mais je pense j'ai comme réussi peut-être à juste par téléphone mais je voulais juste être sûre que
./data\9140581227040000251_Anne-Marie_2.wav,Non je l'attends par la poste moi j'ai payé 10 $ je voudrais voir si c'est confirmé si ça été payé je l'ai fait par AccèsD là
./data\9140581227040000251_Charles.wav,Non je l'attends par la poste moi je viens de payer 10 $ je voudrais avoir c'est confirmé si ça été payé je l'ai fait avec AccèsD là
